,Filename,Count,MP_ID,nElements,EboveHull,Material,FormationEnergy,Predicted_CT
40509,40510_Mg14Cu1B1.poscar,40511,mp-1026902,3,0.188604147,Mg14CuB,0.154117879,3.7497725
41176,41177_Mg30Mn1B1O32.poscar,41178,mp-1098739,4,0.113198474,Mg30MnBO32,-2.898764556,4.8996973
41540,41541_Mg14B1W1.poscar,41542,mp-1026491,3,0.366836666,Mg14BW,0.320877278,5.859206
41983,41984_Rb1Mg30B1O31.poscar,41985,mp-1039725,4,0.13634608,RbMg30BO31,-2.856099825,28.334194
42071,42072_Mg6Al1B1O8.poscar,42073,mp-1032987,4,0.435201441,Mg6AlBO8,-2.564654837,7.454711
42205,42206_Mg6B1W1O8.poscar,42207,mp-1033247,4,0.604383985,Mg6BWO8,-2.254493647,2.2557883
42365,42366_Li1Mg9B20.poscar,42367,mp-35040,3,0.023793727,LiMg9B20,-0.119029829,2.639589
42450,42451_Mg3Mn5B4O16.poscar,42452,mp-770722,4,0.0,Mg3Mn5(BO4)4,-2.589592068,3.1226282
43096,43097_Na1Mg14B1O16.poscar,43098,mp-1034626,4,0.142409452,NaMg14BO16,-2.856533048,65.071266
43296,43297_K1Mg14B1O16.poscar,43298,mp-1035582,4,0.29465861,KMg14BO16,-2.709453735,95.82376
43376,43377_Mg4Zn2B4Ir10.poscar,43378,mp-865031,4,0.0,Mg2ZnB2Ir5,-0.460289983,3.9474049
43473,43474_Mg4Si8B48.poscar,43475,mp-567224,3,0.0,Mg(SiB6)2,-0.104515338,1.8930051
43694,43695_Ca4Mg1B4H6C2O18.poscar,43696,mp-697563,6,0.047633461,Ca4MgB4H6(CO9)2,-2.485434495,59.870552
44003,44004_Li1Mg14B1O15.poscar,44005,mp-1035353,4,0.218235356,LiMg14BO15,-2.734183273,46.654125
44429,44430_Mg12Al2B2.poscar,44431,mp-1023310,3,0.41590045,Mg6AlB,0.366458274,3.257021
44584,44585_Mg30B1W1O32.poscar,44586,mp-1038510,4,0.1527865,Mg30BWO32,-2.852463133,15.950244
44627,44628_Mg4B24H56O68.poscar,44629,mp-1196351,4,0.012452851,MgB6H14O17,-2.00546099,48.70681
45046,45047_Mg8B48O120.poscar,45048,mp-868019,3,0.700223579,Mg(B2O5)3,-1.534584201,4.6859837
45375,45376_K1Mg6B1O7.poscar,45377,mp-1031240,4,0.575797453,KMg6BO7,-2.223377296,38.380234
45442,45443_Mg2B24H24O12.poscar,45444,mp-1199979,4,1.189841241,MgB12(H2O)6,0.083261804,4.793994
45647,45648_Mg16B8N16Cl8.poscar,45649,mp-581639,4,0.023931933,Mg2BN2Cl,-1.402707743,7.2378125
45873,45874_Hf1Mg30B1O31.poscar,45875,mp-1038364,4,0.184207367,HfMg30BO31,-2.844367812,20.104107
46492,46493_Mg30Cr1B1O32.poscar,46494,mp-1038543,4,0.121390285,Mg30CrBO32,-2.891745867,9.260285
47149,47150_Mg14B1Sb1O16.poscar,47151,mp-1033691,4,0.345963689,Mg14BSbO16,-2.609398541,10.82847
47328,47329_Mg4Ge2B4Ir10.poscar,47330,mp-1106175,4,0.0,Mg2GeB2Ir5,-0.500238947,3.8976583
47345,47346_Rb1Mg6B1O7.poscar,47347,mp-1033689,4,0.645840678,RbMg6BO7,-2.149503168,8.442213
47631,47632_Mg4B8H44C4S2.poscar,47633,mp-1202789,5,0.143417211,Mg2B4H22C2S,-0.215148699,11.543597
47810,47811_Li1Mg30B1O31.poscar,47812,mp-1040080,4,0.08625636,LiMg30BO31,-2.917779625,33.548378
47932,47933_Mg12Sn2B2.poscar,47934,mp-1021448,3,0.300358006,Mg6SnB,0.193782726,4.5601373
48056,48057_Mg4Al1B10.poscar,48058,mp-1222150,3,0.0,Mg4AlB10,-0.139414037,3.8353748
49073,49074_Mg6Si1B1.poscar,49075,mp-1017427,3,0.328196333,Mg6SiB,0.24586106,3.085843
49126,49127_K1Mg14B1O15.poscar,49128,mp-1035680,4,0.264697175,KMg14BO15,-2.666021083,37.947697
49719,49720_Mg6Ti1B1O8.poscar,49721,mp-1031319,4,0.470507215,Mg6TiBO8,-2.538771711,16.432158
49723,49724_Mg12V2B2.poscar,49725,mp-1021696,3,0.694643709,Mg6VB,0.474102993,4.6852612
49961,49962_Mg4B24O64.poscar,49963,mp-1181440,3,0.681782355,Mg(B3O8)2,-1.45585987,5.2417426
50079,50080_Mg14Nb1B1.poscar,50081,mp-1026525,3,0.342196418,Mg14NbB,0.236177697,6.0823092
50481,50482_Cs1Mg6B1O7.poscar,50483,mp-1098281,4,0.277492859,CsMg6BO7,-2.515801063,21.329363
50598,50599_Mg12B2C2.poscar,50600,mp-1017229,3,0.418208719,Mg6BC,0.372457752,3.2986221
50841,50842_Na1Mg2Al6V1Si6B3H3O31.poscar,50843,mp-1221055,8,0.006910337,NaMg2Al6VSi6B3H3O31,-3.042942783,28.063286
50858,50859_Mg4B8H24.poscar,50860,mp-1202722,3,0.034447885,Mg(BH3)2,-0.300880393,42.674538
50912,50913_Li1Mg14B1O16.poscar,50914,mp-1035090,4,0.168635609,LiMg14BO16,-2.847177081,76.87811
51723,51724_Mg1Al2B28.poscar,51725,mp-1222257,3,0.031150608,Mg(AlB14)2,-0.064710456,2.289054
51766,51767_Mg12B28Cl4O52.poscar,51768,mp-23087,4,0.0,Mg3B7ClO13,-2.920809176,78.43076
52364,52365_Mg14B1Mo1.poscar,52366,mp-1026474,3,0.326478118,Mg14BMo,0.255559983,6.387935
52393,52394_Y1Mg14B1.poscar,52395,mp-1027987,3,0.20577858,YMg14B,0.12258084,4.338886
52464,52465_Mg4Fe8B4O20.poscar,52466,mp-1196909,4,0.0,MgFe2BO5,-2.328322198,2.120988
52839,52840_Mg14Al1B1.poscar,52841,mp-1028227,3,0.211263107,Mg14AlB,0.172923083,3.4972665
53035,53036_Cs1Mg30B1O32.poscar,53037,mp-1039625,4,0.151164347,CsMg30BO32,-2.874879675,51.909756
53079,53080_Ce1Mg6B1.poscar,53081,mp-1017491,3,0.321129376,CeMg6B,0.212420669,4.0280833
53764,53765_Er4Mg4B20O40.poscar,53766,mp-1213132,4,0.014839271,ErMg(BO2)5,-3.103497948,79.85725
54061,54062_K8Mg4B16H64.poscar,54063,mp-1197682,4,0.015535453,K2Mg(BH4)4,-0.42025886,65.291245
54115,54116_Mg16B2Pt8.poscar,54117,mp-568681,3,0.0,Mg8BPt4,-0.663863007,3.445716
54424,54425_Mg8B8O20.poscar,54426,mp-560772,3,0.001829043,Mg2B2O5,-3.020892862,90.72356
55137,55138_Mg12Nb2B2.poscar,55139,mp-1016585,3,0.640090639,Mg6NbB,0.439269053,7.0313463
55263,55264_Dy4Mg4B20O40.poscar,55265,mp-1212987,4,0.000214365,DyMg(BO2)5,-3.106086831,76.54179
55628,55629_Mg14Fe1B1O16.poscar,55630,mp-1035531,4,0.261428472,Mg14FeBO16,-2.692904175,4.9017386
56993,56994_Mg14Co1B1O16.poscar,56995,mp-1035075,4,0.188009556,Mg14CoBO16,-2.772382264,2.3470597
57048,57049_Na1Mg14B1.poscar,57050,mp-1099094,3,0.226988249,NaMg14B,0.194572993,3.4347615
57719,57720_Mg6B14Cl2O26.poscar,57721,mp-23617,4,0.010068978,Mg3B7ClO13,-2.910740198,81.363106
57736,57737_Li1Mg6B1O8.poscar,57738,mp-1031148,4,0.349957819,LiMg6BO8,-2.627627261,72.02384
57924,57925_Sr4Mg4B8O20.poscar,57926,mp-1020634,4,0.0,SrMgB2O5,-3.122655181,77.83597
58036,58037_Mg2B4H16.poscar,58038,mp-1190942,3,0.004109326,Mg(BH4)2,-0.349852859,19.450033
58038,58039_Na1Mg6B1O8.poscar,58040,mp-1030755,4,0.418681908,NaMg6BO8,-2.525162793,70.2483
58094,58095_Mg6Co1B1O8.poscar,58096,mp-1032059,4,0.483447242,Mg6CoBO8,-2.383296098,1.9532871
58145,58146_Mg3B1.poscar,58147,mp-1016250,2,0.655996299,Mg3B,0.607113063,3.4067345
58200,58201_Mg6Mn1B1O8.poscar,58202,mp-1032694,4,0.418907802,Mg6MnBO8,-2.466823418,4.51653
59578,59579_Mg4Co2B4Ir10.poscar,59580,mp-1106047,4,0.0,Mg2CoB2Ir5,-0.382916358,3.6719308
59770,59771_Hf1Mg14B1O15.poscar,59772,mp-1033841,4,0.35591738,HfMg14BO15,-2.646371222,19.679102
60299,60300_Y1Mg14B1O16.poscar,60301,mp-1035864,4,0.259514051,YMg14BO16,-2.806638778,25.632744
60900,60901_Mg12Fe2B2.poscar,60902,mp-1022325,3,0.214435436,Mg6FeB,0.111538281,4.4784455
60937,60938_Hf1Mg6B1O7.poscar,60939,mp-1033290,4,0.705115876,HfMg6BO7,-2.241970917,12.491035
61187,61188_Mg6V1B1.poscar,61189,mp-1021779,3,0.428186712,Mg6VB,0.207645996,3.6865482
61664,61665_Mg6Zr1B1.poscar,61666,mp-1022493,3,0.513763196,Mg6ZrB,0.312532909,5.2770915
61894,61895_Mg4U4B8O28.poscar,61896,mp-557384,4,0.0,MgUB2O7,-3.209214198,2.7659175
62591,62592_Cs1Mg6B1O7.poscar,62593,mp-1099221,4,0.746183305,CsMg6BO7,-2.047110617,9.634263
62759,62760_Mg2B4H8C16N16O4.poscar,62761,mp-1200331,6,0.395046599,MgB2H4C8(N4O)2,-0.36208371,23.258009
63008,63009_Rb1Mg6B1O7.poscar,63010,mp-1033632,4,0.654201944,RbMg6BO7,-2.141141901,25.089535
63420,63421_Mg6Mn1B1O8.poscar,63422,mp-1032698,4,0.432963919,Mg6MnBO8,-2.452767301,6.556607
63554,63555_Rb1Mg14B1O15.poscar,63556,mp-1034374,4,0.304609929,RbMg14BO15,-2.624254667,32.02738
63679,63680_Ca1Mg14B1.poscar,63681,mp-1028149,3,0.221094233,CaMg14B,0.155774902,3.6932993
63732,63733_Mg12B8H36S4O52F4.poscar,63734,mp-707774,6,0.372044251,Mg3B2H9SO13F,-1.762821671,40.753372
63883,63884_La1Mg6B1.poscar,63885,mp-1099318,3,0.372973364,LaMg6B,0.225487364,5.0704303
63916,63917_Mg4Ga4B4O16.poscar,63918,mp-1210623,4,0.003821236,MgGaBO4,-2.750378989,63.66047
64049,64050_Rb36Mg12B58O116F2.poscar,64051,mp-1200013,5,0.0,Rb18Mg6B29O58F,-2.779273291,45.651684
64486,64488_Na1Mg14B1O15.poscar,64489,mp-1034649,4,0.238419538,NaMg14BO15,-2.692161237,43.47422
64608,64610_Mg4B8H32.poscar,64611,mp-1202830,3,0.1272367,Mg(BH4)2,-0.226725486,26.697891
65294,65296_Mg4Sc4B4O16.poscar,65297,mp-1221965,4,0.010147681,MgScBO4,-3.350707836,27.879112
65548,65550_Mg4B8P8H32O52.poscar,65551,mp-542843,5,0.009004975,MgB2P2H8O13,-2.131115022,40.311966
65833,65835_Mg14Co1B1.poscar,65836,mp-1028436,3,0.237408761,Mg14CoB,0.187149054,4.482266
66039,66041_Na4Mg2B8H40N8.poscar,66042,mp-1204556,5,0.085575231,Na2MgB4(H5N)4,-0.422509568,39.775826
66093,66095_Mg4B24H112C16O8.poscar,66096,mp-1200370,5,0.228089953,MgB6H28(C2O)2,-0.25237221,17.445751
66310,66312_Mg12Co2B2.poscar,66313,mp-1022057,3,0.524712188,Mg6CoB,0.424192774,3.5917344
66431,66433_Mg6B6Ir6.poscar,66434,mp-569048,3,0.0,MgBIr,-0.454072692,5.934786
66871,66873_Rb1Mg6B1O7.poscar,66874,mp-1033656,4,0.93063807,RbMg6BO7,-1.864705776,34.56933
66977,66979_Rb4Mg4B4O12.poscar,66980,mp-1020633,4,0.0,RbMgBO3,-2.766687915,33.56649
67388,67390_Cs1Mg30B1O31.poscar,67391,mp-1039931,4,0.171407795,CsMg30BO31,-2.820550033,33.98312
68011,68013_Ca4Mg1B4C2O18.poscar,68014,mp-1193253,5,0.18486387,Ca4MgB4(CO9)2,-2.469996395,3.6524858
68112,68114_Mg14Cu1B1.poscar,68115,mp-1026874,3,0.223917219,Mg14CuB,0.189430951,4.269674
68463,68465_Ca1Mg6B1.poscar,68466,mp-1023215,3,0.379556889,CaMg6B,0.273566521,3.4398131
69064,69066_Ca4Mg2B4H32C4O36.poscar,69067,mp-707983,6,0.023806257,Ca2MgB2H16(CO9)2,-1.892438974,72.19196
69160,69162_Hf1Mg14B1O16.poscar,69163,mp-1033686,4,0.295969705,HfMg14BO16,-2.763091381,32.66935
69296,69298_Li1Mg6B1O8.poscar,69299,mp-1031151,4,0.254064662,LiMg6BO8,-2.723520418,73.678215
69476,69478_Mg6B1C1O8.poscar,69479,mp-1033291,4,0.653885007,Mg6BCO8,-2.204017717,2.5282612
69579,69581_Rb1Mg30B1O31.poscar,69582,mp-1039895,4,0.142348419,RbMg30BO31,-2.850097487,28.06012
70362,70364_Ce1Mg14B1.poscar,70365,mp-1027162,3,0.200941979,CeMg14B,0.146587626,4.723893
70981,70983_Pr4Mg4B20O40.poscar,70984,mp-1209670,4,0.0,PrMg(BO2)5,-3.096386295,72.12829
70996,70998_Mg4B2P4O20.poscar,70999,mp-1193704,4,0.16827078,Mg2B(PO5)2,-2.497701763,2.9210944
71561,71563_Mg1Mn2B2O6.poscar,71564,mp-2240029,4,0.052827351,MgMn2(BO3)2,-2.584207213,38.17835
71718,71720_Rb1Mg6B1.poscar,71721,mp-1017387,3,0.386336258,RbMg6B,0.353480317,2.4567468
71831,71833_Mg12Nb2B2.poscar,71834,mp-1016598,3,0.564584395,Mg6NbB,0.363762809,5.920481
72149,72151_Mg14B1Sb1.poscar,72152,mp-1026462,3,0.235384008,Mg14BSb,0.136294008,3.8642297
72511,72513_Mg4Ti4B4O16.poscar,72514,mp-1222024,4,0.068826619,MgTiBO4,-3.065891364,16.717442
72949,72951_Ca2Mg2B12H24O34.poscar,72952,mp-781555,5,0.00298898,CaMgB6H12O17,-2.169600809,66.27853
73161,73163_Hf2Mg12B2.poscar,73164,mp-1017272,3,0.571098973,HfMg6B,0.365541443,5.14448
73655,73657_Mg12B2Sb2.poscar,73658,mp-1017263,3,0.375265829,Mg6BSb,0.199943643,4.5152626
74526,74528_Mg6Si1B1.poscar,74529,mp-1017377,3,0.278324017,Mg6SiB,0.195988744,2.99091
74873,74875_Mg6Ga1B1O8.poscar,74876,mp-1033242,4,0.510536425,Mg6GaBO8,-2.372898285,17.031775
74890,74892_Mg6B6P6O36.poscar,74893,mp-1202864,4,0.207325128,MgBPO6,-2.406538833,1.6047523
75282,75284_Mg30Fe1B1O32.poscar,75285,mp-1037420,4,0.12110444,Mg30FeBO32,-2.883082033,4.517315
75283,75285_Li1Mg30B1O32.poscar,75286,mp-1040099,4,0.063032133,LiMg30BO32,-2.971894362,67.070885
75444,75446_Mg6Ga1B1.poscar,75447,mp-1098205,3,0.395580517,Mg6GaB,0.304803794,5.506945
75449,75451_Sr2Mg1B2O6.poscar,75452,mp-13541,4,0.0,Sr2Mg(BO3)2,-3.188846369,61.580452
75484,75486_Ca2Mg2B12O34.poscar,75487,mp-1182424,4,0.644546384,CaMgB6O17,-1.640431644,3.6816568
75742,75744_Y2Mg12B2.poscar,75745,mp-1022629,3,0.378547253,YMg6B,0.236482183,5.0018706
76319,76321_Mg8B8H8O24.poscar,76322,mp-23748,4,0.0,MgBHO3,-2.601834914,68.82045
76373,76375_Mg14Mn1B1.poscar,76376,mp-1028127,3,0.280980583,Mg14MnB,0.21274884,4.903477
76484,76486_Rb1Mg6B1O7.poscar,76487,mp-1033624,4,0.663024914,RbMg6BO7,-2.132318931,26.758331
76721,76723_Ca8Mg8B16O52.poscar,76724,mp-1214382,4,0.256660075,Ca2Mg2B4O13,-2.42885766,5.0462313
76973,76975_Nd4Mg4B20O40.poscar,76976,mp-1210080,4,0.0,NdMg(BO2)5,-3.099344957,68.54858
77069,77071_Ce1Mg14B1.poscar,77072,mp-1026810,3,0.280375396,CeMg14B,0.226021042,4.9117603
77236,77238_Mg8B4O12F4.poscar,77239,mp-7995,4,0.002002612,Mg2BO3F,-3.221687216,75.94473
77478,77480_Mg6Cr1B1O8.poscar,77481,mp-1099233,4,0.373094106,Mg6CrBO8,-2.517329602,6.724983
77692,77694_Mg6B4Rh10.poscar,77695,mp-1210641,3,0.0,Mg3B2Rh5,-0.563110766,2.4256892
78526,78528_Mg4B24O64.poscar,78529,mp-1202817,3,0.801146581,Mg(B3O8)2,-1.336495643,4.843325
78629,78631_Rb1Mg14B1O16.poscar,78632,mp-1034231,4,0.268394465,RbMg14BO16,-2.731767263,69.152504
78924,78926_Rb1Mg6B1O8.poscar,78927,mp-1033587,4,0.809579696,RbMg6BO8,-2.13670346,77.45507
79036,79038_K1Mg30B1O32.poscar,79039,mp-1040205,4,0.102021658,KMg30BO32,-2.927054665,73.7662
79312,79314_Mg3Ni9B6.poscar,79315,mp-571428,3,0.0,MgNi3B2,-0.382955824,2.7373934
79673,79675_Mg4Cr2B4Ir10.poscar,79676,mp-1189317,4,0.0,Mg2CrB2Ir5,-0.404199376,3.4843888
79738,79740_La1Mg14B1O16.poscar,79741,mp-1034856,4,0.317437591,LaMg14BO16,-2.746948132,33.079025
80469,80471_Mg2B4H16.poscar,80472,mp-1192119,3,0.04552532,Mg(BH4)2,-0.308436866,51.822292
81353,81355_Mg30B1Sb1O32.poscar,81356,mp-1038436,4,0.17313076,Mg30BSbO32,-2.831570505,4.714584
81453,81455_Sr1Mg6B1.poscar,81456,mp-1016337,3,0.386286941,SrMg6B,0.277760682,4.055974
81456,81458_Rb1Mg6B1.poscar,81459,mp-1100164,3,0.470564849,RbMg6B,0.437708908,3.807341
81742,81744_Mg12Fe2B2.poscar,81745,mp-1022181,3,0.56603441,Mg6FeB,0.463137255,3.462666
81771,81773_Hf1Mg30B1O31.poscar,81774,mp-1038412,4,0.133663025,HfMg30BO31,-2.894912154,5.3262115
82541,82543_Mg8B8O24.poscar,82544,mp-1199652,3,0.182516128,MgBO3,-2.537933587,3.199463
82641,82643_Na1Mg6B1O7.poscar,82644,mp-1030738,4,0.567233546,NaMg6BO7,-2.231657071,46.81731
82834,82836_Ca8Mg8B16O40.poscar,82837,mp-6585,4,0.00196878,CaMgB2O5,-3.131135244,78.11433
83390,83392_Na6Mg6B6P12O66.poscar,83393,mp-1213265,5,0.468658259,NaMgBP2O11,-1.836039624,3.883335
83471,83473_Na12Mg6B18P12H6O76.poscar,83474,mp-1198429,6,0.05844583,Na6Mg3B9P6H3O38,-2.571014994,2.6319814
83521,83523_Mg6Cd1B1.poscar,83524,mp-1100160,3,0.412445679,Mg6CdB,0.337979426,7.7433352
83676,83678_Y2Mg12B2.poscar,83679,mp-1022631,3,0.423226372,YMg6B,0.281161302,5.4903545
84343,84345_Ce4Mg4B20O40.poscar,84346,mp-1213931,4,0.0,CeMg(BO2)5,-3.080834372,2.8739395
85174,85176_Sr1Mg6B1.poscar,85177,mp-1016334,3,0.392326981,SrMg6B,0.283800722,4.239763
85203,85205_La1Mg6B1.poscar,85206,mp-1099317,3,0.449851425,LaMg6B,0.302365426,6.5043955
85638,85640_Mg4B8H24.poscar,85641,mp-1198945,3,0.036786209,Mg(BH3)2,-0.298542069,31.862837
85657,85659_Mg6Zn1B1.poscar,85660,mp-1022656,3,0.257507464,Mg6ZnB,0.187918298,3.9576793
86048,86050_La4Mg4B20O40.poscar,86051,mp-557758,4,0.0,LaMg(BO2)5,-3.115146713,42.550667
86065,86067_Mg3Ni3B6P6H36O48.poscar,86068,mp-1224736,6,0.001072053,MgNiB2P2(H3O4)4,-1.947698141,27.013943
86450,86452_Na1Mg6B1O8.poscar,86453,mp-1030730,4,0.285809056,NaMg6BO8,-2.658035645,72.158745
